nom,prenom,date_naissance,annee,nationalite,ecole,matiere,projet,description_projet,publie,entreprise,pays_entreprise,date_embauche,stage_entreprise,stage_pays,stage_debut,stage_fin
Pierre,Louise,1996-03-11,2023,Montserrat,Institut Supérieur,Chimie; Histoire; Philosophie; Économie,,,NULL,Vallet,Allemagne,2004-05-02,Clerc,Papouasie-Nouvelle-Guinée,2023-03-24,2023-07-10
Pierre,Louise,1996-03-11,2024,Montserrat,Institut Supérieur,Chimie; Histoire; Mathématiques; Philosophie; Physique; Économie,Architect leading-edge convergence,Prix répondre écrire quinze.,False,Vallet,Allemagne,2004-05-02,Vallet,,,
Rémy,Marcel,1998-10-28,2015,Oman,École Polytechnique,Histoire,,,NULL,Picard et Fils,Canada,2024-10-06,Petit et Fils,Trinité et Tobago,2015-06-09,2015-08-06
Rémy,Marcel,1998-10-28,2016,Oman,École Polytechnique,Chimie; Informatique; Littérature; Mathématiques; Philosophie; Physique; Économie,Disintermediate front-end paradigms,Préférer joue trace.,True,Picard et Fils,Canada,2024-10-06,François Barre SARL,Zambie,2016-04-05,2016-05-20
Rémy,Marcel,1998-10-28,2017,Oman,École Polytechnique,Biologie; Histoire; Mathématiques; Économie,,,NULL,Picard et Fils,Canada,2024-10-06,Aubert S.A.R.L.,São Tomé et Príncipe (Rép.),2017-05-01,2017-09-26
Rémy,Marcel,1998-10-28,2018,Oman,École Polytechnique,Biologie; Chimie; Informatique,Scale magnetic interfaces,Bois succès accuser devoir lequel fonder heure.,True,Picard et Fils,Canada,2024-10-06,Gomez,Samoa,2018-03-30,2018-06-05
Rémy,Marcel,1998-10-28,2019,Oman,École Polytechnique,Philosophie; Économie,Repurpose one-to-one roi,Hôtel âme durant besoin.,False,Picard et Fils,Canada,2024-10-06,Bonnin Leclercq S.A.,Chili,2019-05-08,2019-09-27
Rémy,Marcel,1998-10-28,2020,Oman,École Polytechnique,Biologie,Unleash viral eyeballs,Scène mari faim former coeur préparer diriger coin.,True,Picard et Fils,Canada,2024-10-06,Charles,Brésil,2020-06-22,2020-10-21
Renaud,Renée,1995-03-14,2015,Haïti,Institut Supérieur,Chimie; Économie,Disintermediate plug-and-play eyeballs,Oeil gauche sortir respect obéir saint clair.,True,,,,Hamon,Mexique,2015-02-28,2015-05-12
Renaud,Renée,1995-03-14,2016,Haïti,Institut Supérieur,Chimie; Littérature; Mathématiques; Philosophie; Économie,Evolve out-of-the-box architectures,Bientôt anglais dimanche jouer petit chaleur point.,True,,,,Pruvost,Vietnam,2016-01-18,2016-04-09
Renaud,Renée,1995-03-14,2017,Haïti,Institut Supérieur,Biologie; Chimie; Histoire; Informatique; Littérature; Mathématiques; Philosophie; Physique; Économie,Exploit distributed applications,Vérité nous relation fixe réalité tête.,True,,,,Cordier,Gambie,2017-06-04,2017-09-06
Renaud,Renée,1995-03-14,2018,Haïti,Institut Supérieur,Littérature; Mathématiques; Physique; Économie,Synthesize integrated info-mediaries,Chaîne étouffer quarante jambe seul tandis que ceci.,True,,,,Turpin Royer S.A.,Irak,2018-03-13,2018-08-12
Renaud,Renée,1995-03-14,2019,Haïti,Institut Supérieur,Informatique,,,NULL,,,,,,,
Renaud,Renée,1995-03-14,2020,Haïti,Institut Supérieur,Philosophie,Architect scalable infrastructures,Envelopper très pouvoir marier.,True,,,,Joseph S.A.,Lettonie,2020-06-24,2020-09-01
Rey,Isaac,1997-08-25,2015,Panama,Institut Supérieur,Biologie; Informatique; Mathématiques; Économie,Engage customized eyeballs,Non tempête beaux trait.,False,Couturier,Guinée Equatoriale,2015-12-31,Becker,Mexique,2015-05-31,2015-09-08
Rey,Isaac,1997-08-25,2016,Panama,Institut Supérieur,Biologie; Informatique; Littérature; Philosophie; Économie,Cultivate distributed mindshare,Voix nombreux voile livre complètement distance subir naturellement.,False,Couturier,Guinée Equatoriale,2015-12-31,Couturier,,,
Rey,Isaac,1997-08-25,2017,Panama,Institut Supérieur,Chimie; Histoire; Informatique; Mathématiques; Physique; Économie,,,NULL,Couturier,Guinée Equatoriale,2015-12-31,Fernandes Carre SA,Estonie,2017-02-19,2017-08-01
Rey,Isaac,1997-08-25,2018,Panama,Institut Supérieur,Littérature; Physique,Architect vertical architectures,Rue mieux croix tenter autorité aucun marche.,True,Couturier,Guinée Equatoriale,2015-12-31,Potier,Libéria,2018-05-06,2018-08-18
Rey,Isaac,1997-08-25,2019,Panama,Institut Supérieur,Littérature,Transform best-of-breed architectures,Reste poésie également autour.,False,Couturier,Guinée Equatoriale,2015-12-31,Regnier et Fils,Comores,2019-01-09,2019-06-21
Rey,Isaac,1997-08-25,2020,Panama,Institut Supérieur,Littérature; Économie,Architect sticky technologies,Inquiéter passer forme attitude premier obéir.,True,Couturier,Guinée Equatoriale,2015-12-31,Colin SARL,Afghanistan,2020-05-24,2020-09-01
Robin,Benjamin,2002-02-09,2017,Ukraine,Université Lumière,Économie,Re-contextualize compelling solutions,Queue étrange muet position.,True,Cordier SARL,Myanmar,2025-06-25,Peron,Chili,2017-02-23,2017-06-24
Robin,Benjamin,2002-02-09,2018,Ukraine,Université Lumière,Physique; Économie,Maximize robust interfaces,Queue auquel ressembler cependant.,True,Cordier SARL,Myanmar,2025-06-25,Lamy,Chypre,2018-04-23,2018-06-19
Robin,Benjamin,2002-02-09,2019,Ukraine,Université Lumière,Physique,Disintermediate impactful metrics,Visage te remonter.,True,Cordier SARL,Myanmar,2025-06-25,Cordier SARL,,,
Robin,Benjamin,2002-02-09,2020,Ukraine,Université Lumière,Biologie; Chimie; Informatique; Littérature; Philosophie; Physique; Économie,Whiteboard b2b e-commerce,Caresser construire faute heureux.,False,Cordier SARL,Myanmar,2025-06-25,Sanchez et Fils,Sahara Occidental,2020-05-15,2020-08-11
Robin,Benjamin,2002-02-09,2021,Ukraine,Université Lumière,Biologie; Chimie; Histoire; Physique,,,NULL,Cordier SARL,Myanmar,2025-06-25,Chevallier,Timor,2021-03-31,2021-07-23
Robin,Benjamin,2002-02-09,2022,Ukraine,Université Lumière,Histoire; Informatique; Littérature; Physique; Économie,,,NULL,Cordier SARL,Myanmar,2025-06-25,De Oliveira S.A.S.,Somalie,2022-03-11,2022-07-28
Robin,Benjamin,2002-02-09,2023,Ukraine,Université Lumière,Histoire; Informatique,Whiteboard bleeding-edge systems,Signifier sujet ciel inspirer ministre.,False,Cordier SARL,Myanmar,2025-06-25,Renault SA,Espagne,2023-04-01,2023-05-12
Robin,Philippe,2002-03-14,2015,Wallis et Futuna (Îles),Université Lumière,Informatique; Littérature,,,NULL,,,,Blondel,Kenya,2015-01-21,2015-05-26
Robin,Philippe,2002-03-14,2016,Wallis et Futuna (Îles),Université Lumière,Philosophie,Orchestrate mission-critical platforms,Gauche herbe accord leur.,True,,,,Allain,France,2016-06-07,2016-09-15
Robin,Philippe,2002-03-14,2017,Wallis et Futuna (Îles),Université Lumière,Chimie; Histoire; Informatique; Physique; Économie,,,NULL,,,,Berthelot,Tchad,2017-06-27,2017-10-25
Robin,Philippe,2002-03-14,2018,Wallis et Futuna (Îles),Université Lumière,Biologie; Chimie; Littérature; Économie,Synthesize revolutionary methodologies,Marché condition presser enfance prêt souvenir.,False,,,,Richard Schmitt SARL,Rwanda,2018-03-24,2018-08-27
Robin,Philippe,2002-03-14,2019,Wallis et Futuna (Îles),Université Lumière,Chimie; Littérature; Mathématiques; Physique; Économie,Mesh innovative synergies,Président propos midi cesse intérieur rideau âgé.,False,,,,Ollivier Vasseur S.A.R.L.,Chypre,2019-06-22,2019-10-20
Robin,Philippe,2002-03-14,2020,Wallis et Futuna (Îles),Université Lumière,Biologie; Chimie; Histoire; Littérature; Mathématiques; Philosophie; Économie,Strategize front-end paradigms,Étouffer doucement dessus attitude an gagner.,False,,,,Brunet SA,Territoire britannique de l'océan Indien,2020-04-25,2020-09-09
Thibault,Guy,1996-02-23,2020,Guinée Equatoriale,Université Lumière,Informatique,Harness distributed deliverables,Salut droite jambe placer santé.,False,Léger et Fils,Lettonie,2000-11-25,Girard,Chili,2020-03-27,2020-08-07
Thibault,Guy,1996-02-23,2021,Guinée Equatoriale,Université Lumière,Biologie; Histoire; Informatique; Économie,Iterate frictionless experiences,Oser sentir penser fine inviter rêver vous.,True,Léger et Fils,Lettonie,2000-11-25,Martin Mahe et Fils,Sénégal,2021-06-26,2021-11-11
Thibault,Guy,1996-02-23,2022,Guinée Equatoriale,Université Lumière,Biologie; Histoire; Physique; Économie,,,NULL,Léger et Fils,Lettonie,2000-11-25,Léger et Fils,,,
Thibault,Guy,1996-02-23,2023,Guinée Equatoriale,Université Lumière,Biologie; Chimie; Histoire; Informatique; Philosophie,,,NULL,Léger et Fils,Lettonie,2000-11-25,Allain Marques SARL,République tchèque,2023-04-26,2023-08-11
Thibault,Guy,1996-02-23,2024,Guinée Equatoriale,Université Lumière,Biologie; Informatique; Littérature; Mathématiques; Philosophie; Physique; Économie,Strategize impactful portals,Annoncer dehors plein.,True,Léger et Fils,Lettonie,2000-11-25,Guillot,Singapour,2024-06-03,2024-07-16
Thomas,Pierre,1995-12-03,2020,Équateur,École Polytechnique,Littérature,,,NULL,,,,Leleu,Saint Pierre et Miquelon,2020-04-01,2020-09-20
Thomas,Pierre,1995-12-03,2021,Équateur,École Polytechnique,Chimie; Informatique; Littérature; Physique; Économie,Repurpose extensible infrastructures,Bord salle fumée préférer passer leur.,True,,,,Sauvage,France,2021-04-21,2021-07-27
Thomas,Pierre,1995-12-03,2022,Équateur,École Polytechnique,Biologie; Chimie; Mathématiques,Leverage magnetic portals,Nouveau pourquoi offrir portier source commencer.,True,,,,Weber,Sri Lanka,2022-04-03,2022-08-28
Thomas,Pierre,1995-12-03,2023,Équateur,École Polytechnique,Biologie; Histoire; Littérature; Économie,,,NULL,,,,Maillot S.A.,Botswana,2023-01-28,2023-04-08
Thomas,Pierre,1995-12-03,2024,Équateur,École Polytechnique,Biologie; Littérature; Philosophie; Économie,Embrace rich convergence,Ennemi exposer annoncer vieil arrêter être sentiment.,True,,,,Nicolas S.A.S.,Anguilla,2024-04-24,2024-09-08
Vaillant,Jérôme,1997-08-03,2017,Pays-Bas,Institut Supérieur,Littérature; Physique; Économie,Seize wireless models,Quarante tour dernier franchir.,True,,,,Weber Mallet SA,Thailande,2017-02-09,2017-04-24
Vaillant,Jérôme,1997-08-03,2018,Pays-Bas,Institut Supérieur,Biologie; Histoire,Deploy web-enabled roi,Lèvre lutte rejeter complètement instinct affirmer acte.,True,,,,Barbier S.A.,Jordanie,2018-02-23,2018-04-17
Vaillant,Jérôme,1997-08-03,2019,Pays-Bas,Institut Supérieur,Biologie; Histoire; Philosophie; Économie,Leverage wireless bandwidth,Compagnie musique trembler journée risquer.,True,,,,,,,
Vaillant,Jérôme,1997-08-03,2020,Pays-Bas,Institut Supérieur,Informatique; Mathématiques,Cultivate magnetic info-mediaries,Pierre succès semblable comment cesser comment.,True,,,,,,,
Vaillant,Jérôme,1997-08-03,2021,Pays-Bas,Institut Supérieur,Biologie; Histoire; Littérature; Mathématiques; Philosophie; Économie,,,NULL,,,,,,,
Vaillant,Jérôme,1997-08-03,2022,Pays-Bas,Institut Supérieur,Philosophie; Physique,,,NULL,,,,Seguin Martel SARL,Sainte Lucie,2022-06-15,2022-08-26
Vallet,Pénélope,2000-04-16,2015,Luxembourg,École Polytechnique,Biologie; Informatique; Littérature; Mathématiques; Philosophie; Physique; Économie,Target 24/365 infrastructures,Poser naissance lever appartenir.,True,Sauvage,Bouvet (Îles),2015-11-23,Gérard S.A.R.L.,Macédoine,2015-02-02,2015-06-05
Vallet,Pénélope,2000-04-16,2016,Luxembourg,École Polytechnique,Biologie; Histoire; Informatique; Mathématiques; Philosophie; Économie,Incubate bleeding-edge action-items,Vide admettre beauté lettre.,False,Sauvage,Bouvet (Îles),2015-11-23,Techer SA,Uruguay,2016-02-21,2016-08-14
Vallet,Pénélope,2000-04-16,2017,Luxembourg,École Polytechnique,Chimie; Histoire; Littérature; Philosophie; Physique; Économie,Target customized portals,Peuple rapporter désirer entraîner mille appartement garde lever.,False,Sauvage,Bouvet (Îles),2015-11-23,Hoarau,Tokelau,2017-03-13,2017-09-07
Vallet,Pénélope,2000-04-16,2018,Luxembourg,École Polytechnique,Physique,Transition cutting-edge relationships,Mine rien bout avant autorité déclarer.,False,Sauvage,Bouvet (Îles),2015-11-23,Roy SARL,Namibie,2018-05-07,2018-08-17
Vallet,Pénélope,2000-04-16,2019,Luxembourg,École Polytechnique,Physique,,,NULL,Sauvage,Bouvet (Îles),2015-11-23,Ramos Lejeune S.A.R.L.,Nepal,2019-02-14,2019-05-01
Vallet,Pénélope,2000-04-16,2020,Luxembourg,École Polytechnique,Mathématiques,Re-contextualize user-centric vortals,Oeuvre fête demain mariage.,False,Sauvage,Bouvet (Îles),2015-11-23,Sauvage,,,
